"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"OC","Owens Corning","Common stocks","Mid cap","Industrials","$8,130,698,448","1.60%","USA","Analyze"
"NOV","National Oilwell Varco Inc","Common stocks","Mid cap","Energy","$8,127,134,602","0.96%","USA","Analyze"
"OGE","OGE Energy Corp","Common stocks","Mid cap","Utilities","$8,052,151,468","4.02%","USA","Analyze"
"RHI","Robert Half","Common stocks","Mid cap","Industrials","$8,014,786,854","2.31%","USA","Analyze"
"RRX","Regal Rexnord Corporation","Common stocks","Mid cap","Industrials","$7,947,409,853","1.14%","USA","Analyze"
"SEIC","SEI Investments","Common stocks","Mid cap","Financials","$7,922,521,544","1.41%","USA","Analyze"
"JEF","Jefferies Financial Group Inc","Common stocks","Mid cap","Financials","$7,909,865,907","3.40%","USA","Analyze"
"ADT","ADT Inc.","Common stocks","Mid cap","Consumer Discretionary","$7,908,836,463","1.51%","USA","Analyze"
"CHDN","Churchill Downs Inc","Common stocks","Mid cap","Consumer Discretionary","$7,902,188,642","0.34%","USA","Analyze"
"UGI","UGI Corp","Common stocks","Mid cap","Utilities","$7,893,439,985","3.73%","USA","Analyze"
"WHR","Whirlpool Corp","Common stocks","Mid cap","Consumer Discretionary","$7,795,852,457","4.81%","USA","Analyze"
"WSM","Williams Sonoma Inc","Common stocks","Mid cap","Consumer Discretionary","$7,758,434,666","2.59%","USA","Analyze"
"TTEK","Tetra Tech Inc","Common stocks","Mid cap","Industrials","$7,737,895,935","0.61%","USA","Analyze"
"MASI","Masimo Corp","Common stocks","Mid cap","Health Care","$7,719,120,762","0.00%","USA","Analyze"
"USFD","US Foods Holding Corp","Common stocks","Mid cap","Consumer Staples","$7,700,255,000","0.00%","USA","Analyze"
"CHE","Chemed Corp","Common stocks","Mid cap","Health Care","$7,690,178,231","0.29%","USA","Analyze"
"COLD","Americold Realty Trust","REITs","Mid cap","Real Estate","$7,688,655,651","2.29%","USA","Analyze"
"JLL","Jones Lang LaSalle Inc","Common stocks","Mid cap","Real Estate","$7,649,541,440","0.00%","USA","Analyze"
"MANH","Manhattan Associates Inc","Common stocks","Mid cap","Information Technology","$7,590,575,829","0.00%","USA","Analyze"
"FND","Floor Decor Holdings Inc","Common stocks","Mid cap","Consumer Discretionary","$7,533,290,412","0.00%","USA","Analyze"
"CIEN","Ciena Corp","Common stocks","Mid cap","Information Technology","$7,529,093,407","0.00%","USA","Analyze"
"BERY","Berry Global Group Inc","Common stocks","Mid cap","Materials","$7,527,906,000","0.41%","USA","Analyze"
"IBKR","Interactive Brokers Group Inc","Common stocks","Mid cap","Financials","$7,503,490,974","0.55%","USA","Analyze"
"NVCR","Novocure Ltd","Common stocks","Mid cap","Health Care","$7,501,831,861","0.00%","USA","Analyze"
"ACHC","Acadia Healthcare Company Inc","Common stocks","Mid cap","Health Care","$7,498,300,685","0.00%","USA","Analyze"
"DISH","Dish Network Corp Class A","Common stocks","Mid cap","Communication Services","$7,493,571,502","0.00%","USA","Analyze"
"NRG","NRG Energy Inc","Common stocks","Mid cap","Utilities","$7,464,448,242","4.27%","USA","Analyze"
"PNR","Pentair","Common stocks","Mid cap","Industrials","$7,443,550,519","1.84%","USA","Analyze"
"GMED","Globus Medical Inc Class A","Common stocks","Mid cap","Health Care","$7,443,262,624","0.00%","USA","Analyze"
"LEA","Lear Corp","Common stocks","Mid cap","Consumer Discretionary","$7,395,301,931","2.44%","USA","Analyze"
"FBIN","Fortune Brands Innovations, Inc.","Common stocks","Mid cap","Industrials","$7,388,052,096","1.93%","USA","Analyze"
"ORI","Old Republic International Corp","Common stocks","Mid cap","Financials","$7,382,406,792","3.74%","USA","Analyze"
"RGLD","Royal Gold Inc","Common stocks","Mid cap","Materials","$7,368,506,448","1.24%","USA","Analyze"
"CPRI","Capri Holdings Limited","Common stocks","Mid cap","Consumer Discretionary","$7,366,967,951","0.00%","USA","Analyze"
"Z","Zillow Group Inc Class C","Common stocks","Mid cap","Real Estate","$7,350,714,518","0.00%","USA","Analyze"
"ZG","Zillow Group Inc Class A","Common stocks","Mid cap","Real Estate","$7,350,714,518","0.00%","USA","Analyze"
"TW","Tradeweb Markets Inc. - Class A","Common stocks","Mid cap","Financials","$7,349,994,403","0.48%","USA","Analyze"
"ZION","Zions Bancorporation","Common stocks","Mid cap","Financials","$7,343,239,366","3.18%","USA","Analyze"
"HR","Healthcare Realty Trust Incorporated","REITs","Mid cap","Real Estate","$7,337,433,751","6.37%","USA","Analyze"
"COTY","Coty Inc Class A","Common stocks","Mid cap","Consumer Staples","$7,336,330,298","0.00%","USA","Analyze"
"OLN","Olin Corp","Common stocks","Mid cap","Materials","$7,328,774,388","1.49%","USA","Analyze"
"ALLY","Ally Financial Inc","Common stocks","Mid cap","Financials","$7,275,038,484","4.86%","USA","Analyze"
"MIDD","Middleby Corp","Common stocks","Mid cap","Industrials","$7,267,831,028","0.00%","USA","Analyze"
"DCI","Donaldson Inc","Common stocks","Mid cap","Industrials","$7,248,889,824","1.52%","USA","Analyze"
"SEE","Sealed Air Corp","Common stocks","Mid cap","Materials","$7,247,341,852","1.59%","USA","Analyze"
"ATR","Aptargroup Inc","Common stocks","Mid cap","Materials","$7,232,815,246","1.36%","USA","Analyze"
"KBR","KBR, Inc.","Common stocks","Mid cap","Industrials","$7,186,337,951","0.91%","USA","Analyze"
"OGN","Organon & Co.","Common stocks","Mid cap","Health Care","$7,167,989,046","3.87%","USA","Analyze"
"PLUG","Plug Power Inc","Common stocks","Mid cap","Industrials","$7,128,921,069","0.00%","USA","Analyze"
"WEX","Wex Inc","Common stocks","Mid cap","Information Technology","$7,123,977,538","0.00%","USA","Analyze"
"VMI","Valmont Inds Inc","Common stocks","Mid cap","Industrials","$7,120,548,099","0.66%","USA","Analyze"
"RL","Ralph Lauren Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$7,095,210,400","2.77%","USA","Analyze"
"CACI","CACI International Inc","Common stocks","Mid cap","Industrials","$7,062,943,992","0.00%","USA","Analyze"
"GLOB","Globant Sa","Common stocks","Mid cap","Information Technology","$7,057,359,418","0.00%","Argentina","Analyze"
"SBNY","Signature Bank","Common stocks","Mid cap","Financials","$7,040,656,002","1.92%","USA","Analyze"
"BOKF","BOK Financial Corp","Common stocks","Mid cap","Financials","$6,946,705,220","2.05%","USA","Analyze"
"XRAY","Dentsply Sirona Inc","Common stocks","Mid cap","Health Care","$6,937,355,680","1.54%","USA","Analyze"
"CNXC","Concentrix Corporation","Common stocks","Mid cap","Information Technology","$6,931,968,046","0.76%","USA","Analyze"
"PATH","UiPath, Inc.","Common stocks","Mid cap","Information Technology","$6,912,652,024","0.00%","USA","Analyze"
"WMS","Advanced Drainage Systems Inc","Common stocks","Mid cap","Industrials","$6,866,254,014","0.57%","USA","Analyze"
"GPK","Graphic Packaging Holding","Common stocks","Mid cap","Materials","$6,861,017,863","1.45%","USA","Analyze"
"DVA","Davita Inc","Common stocks","Mid cap","Health Care","$6,776,421,000","0.00%","USA","Analyze"
"BRX","Brixmor Property Group Inc","REITs","Mid cap","Real Estate","$6,769,039,570","4.18%","USA","Analyze"
"ITT","ITT Inc","Common stocks","Mid cap","Industrials","$6,758,244,000","1.29%","USA","Analyze"
"CAR","Avis Budget Group Inc","Common stocks","Mid cap","Industrials","$6,746,585,232","0.00%","USA","Analyze"
"MPW","Medical Properties Trust, Inc","REITs","Mid cap","Real Estate","$6,715,540,000","10.00%","USA","Analyze"
"AIZ","Assurant Inc","Common stocks","Mid cap","Financials","$6,690,043,854","2.16%","USA","Analyze"
"AGL","agilon health, inc.","Common stocks","Mid cap","Health Care","$6,672,047,533","0.00%","USA","Analyze"
"PB","Prosperity Bancshares Inc","Common stocks","Mid cap","Financials","$6,660,045,345","2.86%","USA","Analyze"
"NXST","Nexstar Media Group Inc","Common stocks","Mid cap","Communication Services","$6,657,048,527","1.01%","USA","Analyze"
"MTZ","Mastec Inc","Common stocks","Mid cap","Industrials","$6,634,643,150","0.00%","USA","Analyze"
"PCOR","Procore Technologies, Inc.","Common stocks","Mid cap","Information Technology","$6,606,496,527","0.00%","USA","Analyze"
"PLNT","Planet Fitness Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$6,604,855,047","0.00%","USA","Analyze"
"DKS","Dicks Sporting Inc","Common stocks","Mid cap","Consumer Discretionary","$6,586,212,780","1.64%","USA","Analyze"
"SWN","Southwestern Energy","Common stocks","Mid cap","Energy","$6,540,980,077","0.00%","USA","Analyze"
"OHI","Omega Healthcare Investors, Inc","REITs","Mid cap","Real Estate","$6,531,358,431","9.30%","USA","Analyze"
"EGP","EastGroup Properties, Inc","REITs","Mid cap","Real Estate","$6,508,006,750","3.11%","USA","Analyze"
"ARW","Arrow Electronics Inc","Common stocks","Mid cap","Information Technology","$6,487,275,866","0.00%","USA","Analyze"
"WAL","Western Alliance","Common stocks","Mid cap","Financials","$6,485,715,376","2.37%","USA","Analyze"
"MHK","Mohawk Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$6,483,647,966","0.00%","USA","Analyze"
"INGR","Ingredion Inc","Common stocks","Mid cap","Consumer Staples","$6,436,221,023","3.38%","USA","Analyze"
"FR","First Industrial Realty Trust, Inc","REITs","Mid cap","Real Estate","$6,433,658,165","2.40%","USA","Analyze"
"RH","RH","Common stocks","Mid cap","Consumer Discretionary","$6,427,302,105","0.00%","USA","Analyze"
"GNTX","Gentex Corp","Common stocks","Mid cap","Consumer Discretionary","$6,422,859,157","1.74%","USA","Analyze"
"MAT","Mattel Inc","Common stocks","Mid cap","Consumer Discretionary","$6,382,771,699","0.00%","USA","Analyze"
"GNRC","Generac Holdings Inc","Common stocks","Mid cap","Industrials","$6,376,188,297","0.00%","USA","Analyze"
"CW","Curtiss Wright Corp","Common stocks","Mid cap","Industrials","$6,374,013,877","0.45%","USA","Analyze"
"NVT","Nvent Electric Plc","Common stocks","Mid cap","Industrials","$6,361,964,328","1.82%","USA","Analyze"
"REYN","Reynolds Consumer Products Inc.","Common stocks","Mid cap","Consumer Staples","$6,360,937,164","3.00%","USA","Analyze"
"WCC","Wesco International Inc","Common stocks","Mid cap","Industrials","$6,317,834,186","0.00%","USA","Analyze"
"FYBR","Frontier Communications Parent, Inc.","Common stocks","Mid cap","Communication Services","$6,289,252,680","0.00%","USA","Analyze"
"DBX","Dropbox Inc Class A","Common stocks","Mid cap","Information Technology","$6,264,398,718","0.00%","USA","Analyze"
"SF","Stifel Financial Corp","Common stocks","Mid cap","Financials","$6,264,180,214","2.02%","USA","Analyze"
"WH","Wyndham Hotels & Resorts Inc","Common stocks","Mid cap","Consumer Discretionary","$6,232,158,445","1.80%","USA","Analyze"
"MDU","MDU Resources Group Inc","Common stocks","Mid cap","Industrials","$6,226,599,659","2.83%","USA","Analyze"
"CLH","Clean Harbors Inc","Common stocks","Mid cap","Industrials","$6,223,410,727","0.00%","USA","Analyze"
"COIN","Coinbase Class A","Common stocks","Mid cap","Financials","$6,220,384,462","0.00%","USA","Analyze"
"ST","Sensata Technologies Holding Nv","Common stocks","Mid cap","Industrials","$6,187,294,778","0.81%","USA","Analyze"
"CACC","Credit Acceptance Corp","Common stocks","Mid cap","Financials","$6,154,101,143","0.00%","USA","Analyze"
"DXC","DXC Technology Company","Common stocks","Mid cap","Information Technology","$6,151,944,063","0.00%","USA","Analyze"
"FLO","Flowers Foods Inc","Common stocks","Mid cap","Consumer Staples","$6,112,303,650","2.97%","USA","Analyze"
"HOOD","Robinhood Markets, Inc.","Common stocks","Mid cap","Financials","$6,108,382,303","0.00%","USA","Analyze"
"VOYA","Voya Financial Inc","Common stocks","Mid cap","Financials","$6,063,586,776","1.28%","USA","Analyze"
"RRC","Range Resources Corp","Common stocks","Mid cap","Energy","$6,052,960,633","0.64%","USA","Analyze"
"AMG","Affiliated Managers Group Inc","Common stocks","Mid cap","Financials","$6,046,945,816","0.02%","USA","Analyze"
"SAIC","Science Applications International","Common stocks","Mid cap","Industrials","$6,033,802,651","1.33%","USA","Analyze"
"COUP","Coupa Software Inc","Common stocks","Mid cap","Information Technology","$6,030,762,131","0.00%","USA","Analyze"
"HOG","Harley Davidson Inc","Common stocks","Mid cap","Consumer Discretionary","$5,993,544,574","1.53%","USA","Analyze"
"AGNC","AGNC Investment Corp","Mortgage REITs","Mid cap","Financials","$5,990,593,750","12.89%","USA","Analyze"
"X","United States Steel Corporation","Common stocks","Mid cap","Materials","$5,990,256,898","0.78%","USA","Analyze"
"CHH","Choice Hotels International Inc","Common stocks","Mid cap","Consumer Discretionary","$5,970,043,728","0.85%","USA","Analyze"
"EHC","Encompass Health Corp","Common stocks","Mid cap","Health Care","$5,966,352,322","1.46%","USA","Analyze"
"NTNX","Nutanix Inc Class A","Common stocks","Mid cap","Information Technology","$5,952,961,119","0.00%","USA","Analyze"
"LSTR","Landstar System Inc","Common stocks","Mid cap","Industrials","$5,919,765,167","0.67%","USA","Analyze"
"SON","Sonoco Products","Common stocks","Mid cap","Materials","$5,913,141,385","3.13%","USA","Analyze"
"ASH","Ashland Global Inc","Common stocks","Mid cap","Materials","$5,869,592,035","1.20%","USA","Analyze"
"NFG","National Fuel Gas","Common stocks","Mid cap","Utilities","$5,859,633,081","2.90%","USA","Analyze"
"TPX","Tempur Sealy International Inc","Common stocks","Mid cap","Consumer Discretionary","$5,851,083,567","1.16%","USA","Analyze"
"PII","Polaris Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$5,827,148,998","2.53%","USA","Analyze"
"PDCE","PDC Energy Inc","Common stocks","Mid cap","Energy","$5,813,406,789","2.04%","USA","Analyze"
"SLGN","Silgan Holdings Inc","Common stocks","Mid cap","Materials","$5,774,744,707","0.91%","USA","Analyze"
"WWD","Woodward Inc","Common stocks","Mid cap","Industrials","$5,760,041,419","0.78%","USA","Analyze"
"CLVT","Clarivate Plc","Common stocks","Mid cap","Industrials","$5,751,392,966","0.00%","USA","Analyze"
"ELAN","Elanco Animal Health Incorporated","Common stocks","Mid cap","Health Care","$5,747,369,812","0.00%","USA","Analyze"
"ALGM","Allegro MicroSystems, Inc.","Common stocks","Mid cap","Information Technology","$5,735,418,067","0.00%","USA","Analyze"
"OSK","Oshkosh Corp","Common stocks","Mid cap","Industrials","$5,729,804,581","1.67%","USA","Analyze"
"HRB","H&R Block Inc","Common stocks","Mid cap","Consumer Discretionary","$5,708,790,652","3.02%","USA","Analyze"
"STWD","Starwood Property Trust Inc","Mortgage REITs","Mid cap","Financials","$5,693,255,240","10.06%","USA","Analyze"
"MSA","MSA Safety Inc","Common stocks","Mid cap","Industrials","$5,672,001,245","1.25%","USA","Analyze"
"VVV","Valvoline Inc","Common stocks","Mid cap","Materials","$5,668,944,158","1.53%","USA","Analyze"
"BYD","Boyd Gaming Corp","Common stocks","Mid cap","Consumer Discretionary","$5,662,348,307","1.10%","USA","Analyze"
"MKSI","MKS Instruments Inc","Common stocks","Mid cap","Information Technology","$5,660,391,195","1.03%","USA","Analyze"
"CR","Crane","Common stocks","Mid cap","Industrials","$5,645,883,579","0.93%","USA","Analyze"
"AXTA","Axalta Coating Systems Ltd","Common stocks","Mid cap","Materials","$5,645,382,647","0.00%","USA","Analyze"
"QDEL","Quidel Corp","Common stocks","Mid cap","Health Care","$5,623,101,780","0.00%","USA","Analyze"
"SKX","Skechers USA Inc","Common stocks","Mid cap","Consumer Discretionary","$5,622,150,650","0.00%","USA","Analyze"
"PNFP","Pinnacle Financial Partners Inc","Common stocks","Mid cap","Financials","$5,611,018,726","1.19%","USA","Analyze"
"PPC","Pilgrims Pride Corp","Common stocks","Mid cap","Consumer Staples","$5,609,053,338","0.00%","USA","Analyze"
"GME","Gamestop Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$5,581,851,600","0.00%","USA","Analyze"
"TOL","Toll Brothers Inc","Common stocks","Mid cap","Consumer Discretionary","$5,581,748,070","1.52%","USA","Analyze"
"LAD","Lithia Motors Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$5,561,726,334","0.79%","USA","Analyze"
"SRC","Spirit Realty Capital, Inc","REITs","Mid cap","Real Estate","$5,557,080,989","6.38%","USA","Analyze"
"M","Macys Inc.","Common stocks","Mid cap","Consumer Discretionary","$5,546,951,070","3.04%","USA","Analyze"
"LFUS","Littelfuse Inc","Common stocks","Mid cap","Information Technology","$5,516,879,243","1.01%","USA","Analyze"
"IDA","IDACORP, Inc.","Common stocks","Mid cap","Utilities","$5,510,234,990","2.76%","USA","Analyze"
"NVST","Envista Holdings Corporation","Common stocks","Mid cap","Health Care","$5,504,399,943","0.00%","USA","Analyze"
"CCCS","CCC Intelligent Solutions Holdings Inc.","Common stocks","Mid cap","Information Technology","$5,487,089,262","0.00%","USA","Analyze"
"FCN","FTI Consulting Inc","Common stocks","Mid cap","Industrials","$5,484,634,116","0.00%","USA","Analyze"
"LUMN","CenturyLink, Inc.","Common stocks","Mid cap","Communication Services","$5,483,289,068","13.84%","USA","Analyze"
"FAF","First American Financial Corp","Common stocks","Mid cap","Financials","$5,471,144,168","3.84%","USA","Analyze"
"COLM","Columbia Sportswear","Common stocks","Mid cap","Consumer Discretionary","$5,455,439,772","1.36%","USA","Analyze"
"SNV","Synovus Financial Corp","Common stocks","Mid cap","Financials","$5,447,397,943","3.58%","USA","Analyze"
"NWL","Newell Brands Inc","Common stocks","Mid cap","Consumer Discretionary","$5,434,704,000","6.85%","USA","Analyze"
"ALK","Alaska Air Group Inc","Common stocks","Mid cap","Industrials","$5,429,927,545","0.00%","USA","Analyze"
"DNB","Dun & Bradstreet Holdings, Inc.","Common stocks","Mid cap","Industrials","$5,403,069,100","0.80%","USA","Analyze"
"IAA","IAA, Inc.","Common stocks","Mid cap","Industrials","$5,389,377,064","0.00%","USA","Analyze"
"AYI","Acuity Brands Inc","Common stocks","Mid cap","Industrials","$5,377,203,890","0.31%","USA","Analyze"
"SITE","Siteone Landscape Supply Inc","Common stocks","Mid cap","Industrials","$5,368,138,946","0.00%","USA","Analyze"
"WU","Western Union","Common stocks","Mid cap","Information Technology","$5,360,050,815","6.61%","USA","Analyze"
"NYT","New York Times Class A","Common stocks","Mid cap","Communication Services","$5,355,655,012","1.04%","USA","Analyze"
"DTM","DT Midstream, Inc.","Common stocks","Mid cap","Energy","$5,340,654,262","4.56%","USA","Analyze"
"AN","AutoNation Inc","Common stocks","Mid cap","Consumer Discretionary","$5,329,027,840","0.00%","USA","Analyze"
"HUN","Huntsman Corp","Common stocks","Mid cap","Materials","$5,319,233,909","3.04%","USA","Analyze"
"IONS","Ionis Pharmaceuticals Inc","Common stocks","Mid cap","Health Care","$5,305,580,050","0.00%","USA","Analyze"
"POST","Post Holdings Inc","Common stocks","Mid cap","Consumer Staples","$5,300,616,751","0.00%","USA","Analyze"
"BWXT","BWX Technologies Inc","Common stocks","Mid cap","Industrials","$5,282,682,698","1.51%","USA","Analyze"
"NCLH","Norwegian Cruise Line Holdings Ltd","Common stocks","Mid cap","Consumer Discretionary","$5,254,809,367","0.00%","USA","Analyze"
"BC","Brunswick Corp","Common stocks","Mid cap","Consumer Discretionary","$5,240,770,904","2.01%","USA","Analyze"
"SMAR","Smartsheet Inc. Class A","Common stocks","Mid cap","Information Technology","$5,238,751,985","0.00%","USA","Analyze"
"PRI","Primerica Inc","Common stocks","Mid cap","Financials","$5,234,743,378","1.54%","USA","Analyze"
"OSH","Oak Street Health, Inc.","Common stocks","Mid cap","Health Care","$5,193,542,263","0.00%","USA","Analyze"
"THC","Tenet Healthcare Corp","Common stocks","Mid cap","Health Care","$5,187,750,464","0.00%","USA","Analyze"
"LNC","Lincoln National Corp","Common stocks","Mid cap","Financials","$5,186,453,972","5.79%","USA","Analyze"
"GXO","GXO Logistics, Inc.","Common stocks","Mid cap","Industrials","$5,176,208,183","0.00%","USA","Analyze"
"UNVR","Univar Solutions, Inc.","Common stocks","Mid cap","Industrials","$5,167,483,150","0.00%","USA","Analyze"
"TKR","Timken","Common stocks","Mid cap","Industrials","$5,161,885,288","1.72%","USA","Analyze"
"AIRC","Apartment Income REIT Corp.","REITs","Mid cap","Real Estate","$5,154,535,676","5.15%","USA","Analyze"
"WTFC","Wintrust Financial Corp","Common stocks","Mid cap","Financials","$5,126,766,083","1.60%","USA","Analyze"
"VAC","Marriott Vacations Worldwide Corp","Common stocks","Mid cap","Consumer Discretionary","$5,124,552,590","1.92%","USA","Analyze"
"GWRE","Guidewire Software Inc","Common stocks","Mid cap","Information Technology","$5,106,618,407","0.00%","USA","Analyze"
"VRT","Vertiv Holdings, LLC Class A","Common stocks","Mid cap","Industrials","$5,104,808,737","0.07%","USA","Analyze"
"OLED","Universal Display Corp","Common stocks","Mid cap","Information Technology","$5,100,131,059","1.11%","USA","Analyze"
"RUN","Sunrun Inc","Common stocks","Mid cap","Industrials","$5,099,571,996","0.00%","USA","Analyze"
"SGFY","Signify Health, Inc.","Common stocks","Mid cap","Health Care","$5,091,705,963","0.00%","USA","Analyze"
"TOST","Toast, Inc.","Common stocks","Mid cap","Information Technology","$5,085,863,124","0.00%","USA","Analyze"
"BLD","Topbuild Corp","Common stocks","Mid cap","Consumer Discretionary","$5,064,737,112","0.00%","USA","Analyze"
"HTZ","Hertz Global Holdings, Inc","Common stocks","Mid cap","Industrials","$5,062,714,852","0.00%","USA","Analyze"
"DKNG","DraftKings Inc. - Class A","Common stocks","Mid cap","Consumer Discretionary","$5,058,519,608","0.00%","USA","Analyze"
"EXEL","Exelixis Inc","Common stocks","Mid cap","Health Care","$5,051,311,806","0.00%","USA","Analyze"
"ROKU","Roku Class A","Common stocks","Mid cap","Communication Services","$4,942,017,179","0.00%","USA","Analyze"
"HXL","Hexcel Corp","Common stocks","Mid cap","Industrials","$4,937,489,221","0.68%","USA","Analyze"
"EXP","Eagle Materials Inc","Common stocks","Mid cap","Materials","$4,936,079,368","0.74%","USA","Analyze"
"ESTC","Elastic N.V.","Common stocks","Mid cap","Information Technology","$4,935,147,702","0.00%","USA","Analyze"
"OZK","Bank of the Ozarks","Common stocks","Mid cap","Financials","$4,903,207,548","3.09%","USA","Analyze"
"RYN","Rayonier Inc","REITs","Mid cap","Real Estate","$4,893,493,890","3.33%","USA","Analyze"
"THG","Hanover Insurance Group Inc","Common stocks","Mid cap","Financials","$4,857,099,890","2.22%","USA","Analyze"
"WEN","Wendys","Common stocks","Mid cap","Consumer Discretionary","$4,852,754,650","2.18%","USA","Analyze"
"NATI","National Instruments Corp","Common stocks","Mid cap","Information Technology","$4,837,564,370","2.99%","USA","Analyze"
"COHR","Coherent Inc","Common stocks","Mid cap","Information Technology","$4,795,901,030","0.00%","USA","Analyze"
"EEFT","Euronet Worldwide Inc","Common stocks","Mid cap","Information Technology","$4,790,768,518","0.00%","USA","Analyze"
"BEPC","Brookfield Renewable Corporation Class A","Common stocks","Mid cap","Utilities","$4,789,385,806","4.84%","Canada","Analyze"
"FIVN","Five9 Incinary","Common stocks","Mid cap","Information Technology","$4,778,150,551","0.00%","USA","Analyze"
"OWL","Blue Owl Capital Inc. Class A","Common stocks","Mid cap","Financials","$4,749,551,515","3.98%","USA","Analyze"
"BPOP","Popular Inc","Common stocks","Mid cap","Financials","$4,744,765,577","3.34%","USA","Analyze"
"IART","Integra Lifesciences Holdings Corp","Common stocks","Mid cap","Health Care","$4,733,809,479","0.00%","USA","Analyze"
"TREX","Trex Inc","Common stocks","Mid cap","Industrials","$4,686,926,167","0.00%","USA","Analyze"
"CC","Chemours Company","Common stocks","Mid cap","Materials","$4,660,338,700","3.20%","USA","Analyze"
"HE","Hawaiian Electric Industries Inc","Common stocks","Mid cap","Utilities","$4,624,031,343","3.27%","USA","Analyze"
"RYAN","Ryan Specialty Group Holdings, Inc.","Common stocks","Mid cap","Financials","$4,612,603,447","0.00%","USA","Analyze"
"SRCL","Stericycle Inc","Common stocks","Mid cap","Industrials","$4,611,976,477","0.00%","USA","Analyze"
"IPGP","IPG Photonics Corp","Common stocks","Mid cap","Information Technology","$4,601,071,208","0.00%","USA","Analyze"
"PRGO","Perrigo Plc","Common stocks","Mid cap","Health Care","$4,600,640,121","3.01%","USA","Analyze"
"FNB","FNB Corp","Common stocks","Mid cap","Financials","$4,584,752,252","3.62%","USA","Analyze"
"PENN","Penn National Gaming Inc","Common stocks","Mid cap","Consumer Discretionary","$4,568,215,617","0.00%","USA","Analyze"
"DRVN","Driven Brands Holdings Inc.","Common stocks","Mid cap","Industrials","$4,560,086,240","0.00%","USA","Analyze"
"AXS","Axis Capital Holdings Ltd","Common stocks","Mid cap","Financials","$4,559,312,350","3.17%","USA","Analyze"
"KRC","Kilroy Realty Corporation","REITs","Mid cap","Real Estate","$4,534,845,176","5.36%","USA","Analyze"
"PVH","PVH Corp","Common stocks","Mid cap","Consumer Discretionary","$4,491,130,268","0.21%","USA","Analyze"
"ESI","Element Solutions Inc.","Common stocks","Mid cap","Materials","$4,413,219,613","1.75%","USA","Analyze"
"SEB","Seaboard Corp","Common stocks","Mid cap","Consumer Staples","$4,410,948,592","0.24%","USA","Analyze"
"MP","MP Materials Corp.","Common stocks","Mid cap","Materials","$4,344,477,871","0.00%","USA","Analyze"
"WIX","Wix.Com Ltd","Common stocks","Mid cap","Information Technology","$4,334,714,649","0.00%","Israel","Analyze"
"PYCR","Paycor HCM Inc","Common stocks","Mid cap","Information Technology","$4,311,988,973","0.00%","USA","Analyze"
"H","Hyatt Hotels Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$4,302,642,322","0.00%","USA","Analyze"
"LPX","Louisiana Pacific Corp","Common stocks","Mid cap","Materials","$4,301,727,300","1.46%","USA","Analyze"
"EVR","Evercore Inc. Class A","Common stocks","Mid cap","Financials","$4,297,782,317","2.54%","USA","Analyze"
"LEG","Leggett & Platt Inc","Common stocks","Mid cap","Consumer Discretionary","$4,276,946,827","5.30%","USA","Analyze"
"SOFI","SoFi Technologies, Inc.","Common stocks","Mid cap","Financials","$4,259,236,769","0.00%","USA","Analyze"
"AL","Air Lease Corp","Common stocks","Mid cap","Industrials","$4,251,602,999","1.95%","USA","Analyze"
"DLB","Dolby Laboratories Inc Class A","Common stocks","Mid cap","Information Technology","$4,227,814,684","1.44%","USA","Analyze"
"MAN","Manpower Inc","Common stocks","Mid cap","Industrials","$4,220,003,892","3.23%","USA","Analyze"
"R","Ryder System Inc","Common stocks","Mid cap","Industrials","$4,204,508,868","2.84%","USA","Analyze"
"SLM","Sallie Mae","Common stocks","Mid cap","Financials","$4,170,781,156","2.61%","USA","Analyze"
"PINC","Premier Inc Class A","Common stocks","Mid cap","Health Care","$4,150,736,024","2.33%","USA","Analyze"
"GPS","Gap Inc","Common stocks","Mid cap","Consumer Discretionary","$4,146,144,671","4.92%","USA","Analyze"
"CABO","Cable One Inc","Common stocks","Mid cap","Communication Services","$4,096,507,577","1.58%","USA","Analyze"
"TFSL","TFS Financial Corp","Common stocks","Mid cap","Financials","$4,082,736,709","7.53%","USA","Analyze"
"OMF","Onemain Holdings Inc","Common stocks","Mid cap","Financials","$4,076,988,851","10.98%","USA","Analyze"
"CRUS","Cirrus Logic Inc","Common stocks","Mid cap","Information Technology","$4,076,686,898","0.00%","USA","Analyze"
"VNO","Vornado Realty Trust","REITs","Mid cap","Real Estate","$4,072,268,201","9.69%","USA","Analyze"
"AZTA","Azenta, Inc.","Common stocks","Mid cap","Health Care","$4,041,733,429","0.57%","USA","Analyze"
"NYCB","New York Community Bancorp","Common stocks","Mid cap","Financials","$4,041,397,559","7.63%","USA","Analyze"
"THO","Thor Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$4,035,847,806","2.91%","USA","Analyze"
"FLS","Flowserve Corp","Common stocks","Mid cap","Industrials","$4,014,977,004","2.58%","USA","Analyze"
